Instance, E-n51-k5
capacity, 160
min_trucks, 5
output_file, output_farley/E-n51-k5-SPPRC.log
Start date, 2022-07-07
Start time, 12-58-51
capacity, 160
num_vehicles, 5
abort_early, False
methods, ['SPPRC']
max_vars, 100
time_limit, 43200
farley, True
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
22, 521.0, 46, 1, 20000.0, 50.2
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
False, False, 0.1667, (0, 1, 22, 3, 20, 35, 36, 35, 20, 3, 22, 1, 0)
False, False, 0.5, (0, 27, 48, 23, 7, 23, 7, 43, 24, 43, 24, 6, 0)
False, False, 0.0018, (0, 12, 37, 15, 33, 45, 33, 45, 33, 15, 37, 17, 0)
False, False, 0.0115, (0, 4, 13, 41, 19, 41, 13, 18, 0)
False, False, 0.1252, (0, 27, 48, 26, 8, 26, 31, 28, 31, 28, 31, 28, 22, 1, 0)
False, False, 0.1252, (0, 27, 48, 8, 26, 8, 26, 8, 26, 8, 27, 0)
False, False, 0.1102, (0, 46, 5, 49, 9, 49, 9, 49, 9, 49, 5, 46, 0)
False, False, 0.1834, (0, 46, 11, 38, 9, 30, 34, 30, 9, 38, 11, 0)
False, False, 0.0462, (0, 32, 2, 16, 50, 34, 50, 16, 2, 32, 0)
True, True, 0.2528, (0, 12, 37, 44, 42, 19, 41, 13, 4, 47, 0)
False, False, 0.2149, (0, 5, 49, 10, 39, 33, 39, 10, 39, 10, 49, 5, 0)
False, False, 0.0571, (0, 11, 16, 50, 34, 30, 34, 50, 16, 11, 0)
False, False, 0.0597, (0, 47, 4, 13, 41, 13, 41, 19, 42, 17, 0)
False, False, 0.2005, (0, 12, 17, 42, 40, 19, 40, 41, 13, 18, 0)
False, False, 0.1533, (0, 12, 37, 15, 44, 42, 40, 19, 40, 41, 13, 4, 0)
False, False, 0.022, (0, 46, 11, 2, 16, 50, 16, 50, 16, 38, 5, 46, 0)
False, True, 0.06, (0, 47, 4, 13, 41, 40, 19, 41, 13, 4, 0)
